4046,4225,4770,AveragePrice,Date,Large Bags,Small Bags,Total Bags,Total Volume,Unnamed: 0,XLarge Bags,region,type,year
4641.02,455362.38,219.4,1.01,12/13/2015,199.58,89523.38,89722.96,549945.76,2.0,0.0,Boston,Conventional,2015
5126.32,407520.22,142.99,1.02,12/6/2015,223.56,75666.22,75889.78,488679.31,3.0,0.0,Boston,Conventional,2015
3609.25,272719.08,105.86,1.19,11/29/2015,261.1,73864.52,74125.62,350559.81,4.0,0.0,Boston,Conventional,2015
4457.62,383420.46,233.74,1.07,11/22/2015,486.35,78161.82,78648.17,466759.99,5.0,0.0,Boston,Conventional,2015
5310.32,420936.8,139.71,1.05,11/15/2015,1747.96,85604.19,87352.15,513738.98,6.0,0.0,Boston,Conventional,2015
5304.09,542880.92,231.74,1.04,11/8/2015,5077.57,88265.25,93342.82,641759.57,7.0,0.0,Boston,Conventional,2015
4886.14,449532.49,170.29,1.06,11/1/2015,5064.84,93443.08,98507.92,553096.84,8.0,0.0,Boston,Conventional,2015
4005.39,430725.78,191.31,1.02,10/25/2015,4745.05,94581.94,99326.99,534249.47,9.0,0.0,Boston,Conventional,2015
6409.86,627503.98,332.87,0.94,10/18/2015,5003.33,86046.25,91049.58,725296.29,10.0,0.0,Boston,Conventional,2015
5145.86,378295.9,355.03,1.14,10/11/2015,4396.66,97513.23,101909.89,485706.68,11.0,0.0,Boston,Conventional,2015
5804.31,427358.64,277.56,1.07,10/4/2015,5831.48,97207.43,103038.91,536479.42,12.0,0.0,Boston,Conventional,2015
5210.84,463079.81,289.49,1.07,9/27/2015,2603.34,82123.56,84726.9,553307.04,13.0,0.0,Boston,Conventional,2015
4376.74,398673.48,418.46,1.15,9/20/2015,3558.89,91612.66,95171.55,498640.23,14.0,0.0,Boston,Conventional,2015
5422.29,560792.23,353.77,1.03,9/13/2015,4271.11,84843.55,89114.66,655682.95,15.0,0.0,Boston,Conventional,2015
4237.44,477867.83,496.62,1.11,9/6/2015,614.44,94558.41,95172.85,577774.74,16.0,0.0,Boston,Conventional,2015
4177.03,438502.9,554.04,1.13,8/30/2015,188.89,83242.01,83430.9,526664.87,17.0,0.0,Boston,Conventional,2015
4744.11,488292.1,608.61,1.07,8/23/2015,241.12,95585.38,95826.5,589471.32,18.0,0.0,Boston,Conventional,2015
4460.85,464476.33,748.65,1.15,8/16/2015,222.22,95887.01,96109.23,565795.06,19.0,0.0,Boston,Conventional,2015
4173.23,590998.11,827.06,1.07,8/9/2015,231.1,94287.69,94518.79,690517.19,20.0,0.0,Boston,Conventional,2015
4442.2,468591.76,1451.95,1.17,8/2/2015,294.44,97214.15,97508.59,571994.5,21.0,0.0,Boston,Conventional,2015
4299.27,393281.62,1957.86,1.28,7/26/2015,228.08,100466.86,100694.94,500233.69,22.0,0.0,Boston,Conventional,2015
4720.08,477629.8,5071.77,1.18,7/19/2015,227.47,109519.0,109746.47,597168.12,23.0,0.0,Boston,Conventional,2015
5332.07,471639.53,9361.55,1.14,7/12/2015,1236.05,146946.54,148182.59,634515.74,24.0,0.0,Boston,Conventional,2015
4743.46,418251.03,11053.82,1.27,7/5/2015,2878.43,145982.99,148861.42,582909.73,25.0,0.0,Boston,Conventional,2015
4688.28,403230.6,9120.3,1.25,6/28/2015,881.11,142574.63,143455.74,560494.92,26.0,0.0,Boston,Conventional,2015
3582.45,404908.53,8899.2,1.24,6/21/2015,293.33,125821.15,126114.48,543504.66,27.0,0.0,Boston,Conventional,2015
5104.19,521254.77,6545.42,1.08,6/14/2015,183.33,151258.77,151442.1,684346.48,28.0,0.0,Boston,Conventional,2015
4034.11,421007.42,93.05,1.25,6/7/2015,183.34,137224.94,137408.28,562542.86,29.0,0.0,Boston,Conventional,2015
4128.35,418105.36,108.6,1.26,5/31/2015,303.32,142515.32,142818.64,565160.95,30.0,0.0,Boston,Conventional,2015
4601.66,490485.76,276.82,1.14,5/24/2015,388.43,137769.31,138157.74,633521.98,31.0,0.0,Boston,Conventional,2015
4285.68,380514.08,162.66,1.26,5/17/2015,1858.4,147667.72,149526.12,534488.54,32.0,0.0,Boston,Conventional,2015
4601.5,476827.52,131.47,1.14,5/10/2015,2688.22,141309.43,143997.65,625558.14,33.0,0.0,Boston,Conventional,2015
3828.64,429586.28,239.76,1.17,5/3/2015,3565.39,115148.87,118714.26,552368.94,34.0,0.0,Boston,Conventional,2015
3915.3,352464.49,131.46,1.28,4/26/2015,2533.7,106866.42,109400.12,465911.37,35.0,0.0,Boston,Conventional,2015
4013.71,384880.49,162.91,1.15,4/19/2015,1000.55,114562.17,115562.72,504619.83,36.0,0.0,Boston,Conventional,2015
3575.89,294164.23,106.09,1.26,4/12/2015,1994.62,108644.33,110638.95,408485.16,37.0,0.0,Boston,Conventional,2015
3657.54,330424.74,99.92,1.27,4/5/2015,1948.64,113541.34,115635.81,449818.01,38.0,145.83,Boston,Conventional,2015
3619.31,339299.3,151.36,1.19,3/29/2015,1723.17,108838.11,110561.28,453631.25,39.0,0.0,Boston,Conventional,2015
5956.18,344396.92,155.94,1.18,3/22/2015,460.01,102204.17,102664.18,453173.22,40.0,0.0,Boston,Conventional,2015
6085.75,308996.7,111.59,1.25,3/15/2015,624.45,101931.87,102556.32,417750.36,41.0,0.0,Boston,Conventional,2015
3425.53,290512.65,78.96,1.17,3/8/2015,575.56,113811.26,114386.82,408403.96,42.0,0.0,Boston,Conventional,2015
4106.42,383573.77,192.98,1.11,3/1/2015,439.76,97423.17,97862.93,485736.1,43.0,0.0,Boston,Conventional,2015
3232.68,251341.3,142.33,1.23,2/22/2015,217.78,100498.19,100715.97,355432.28,44.0,0.0,Boston,Conventional,2015
3794.97,281106.45,143.41,1.2,2/15/2015,555.55,114283.61,114839.16,399883.99,45.0,0.0,Boston,Conventional,2015
7653.19,495731.7,383.73,1.04,2/8/2015,813.34,105403.38,106216.72,609985.34,46.0,0.0,Boston,Conventional,2015
6082.88,373452.06,272.81,1.22,2/1/2015,313.46,109900.93,110214.39,490022.14,47.0,0.0,Boston,Conventional,2015
4730.77,288094.65,45.98,1.17,1/25/2015,934.11,115538.05,116472.16,409343.56,48.0,0.0,Boston,Conventional,2015
4383.76,287778.52,132.53,1.23,1/18/2015,367.78,108668.74,109036.52,401331.33,49.0,0.0,Boston,Conventional,2015
5548.11,320577.36,121.81,1.1,1/11/2015,331.73,111192.88,111524.61,437771.89,50.0,0.0,Boston,Conventional,2015
7193.87,396752.18,128.82,1.02,1/4/2015,256.29,87406.84,87663.13,491738.0,51.0,0.0,Boston,Conventional,2015
1367.81,39542.83,85.76,1.35,12/27/2015,0.0,55236.68,55236.68,96233.08,0.0,0.0,Buffalo,Conventional,2015
1164.92,38430.71,106.67,1.37,12/20/2015,0.0,51165.21,51165.21,90867.51,1.0,0.0,Buffalo,Conventional,2015
1421.12,40783.22,66.45,1.35,12/13/2015,0.0,56202.44,56202.44,98473.23,2.0,0.0,Buffalo,Conventional,2015
1737.71,58197.34,167.12,1.23,12/6/2015,0.0,48355.65,48355.65,108457.82,3.0,0.0,Buffalo,Conventional,2015
1514.69,35682.71,113.49,1.39,11/29/2015,0.0,42662.25,42662.25,79973.14,4.0,0.0,Buffalo,Conventional,2015
1711.77,38780.66,107.53,1.4,11/22/2015,0.0,49642.35,49642.35,90242.31,5.0,0.0,Buffalo,Conventional,2015
1803.78,41457.12,107.48,1.36,11/15/2015,742.22,55593.12,56335.34,99703.72,6.0,0.0,Buffalo,Conventional,2015
1288.83,49507.25,55.0,1.3,11/8/2015,1302.22,58885.65,60187.87,111038.95,7.0,0.0,Buffalo,Conventional,2015
2181.17,61874.92,186.4,1.23,11/1/2015,1342.22,52956.4,54298.62,118541.11,8.0,0.0,Buffalo,Conventional,2015
1545.57,36645.91,79.64,1.36,10/25/2015,1902.22,59381.21,61283.43,99554.55,9.0,0.0,Buffalo,Conventional,2015
1536.35,40701.65,58.28,1.29,10/18/2015,1160.0,62627.47,63787.47,106083.75,10.0,0.0,Buffalo,Conventional,2015
2170.49,50862.0,96.18,1.3,10/11/2015,1195.56,54829.61,56025.17,109153.84,11.0,0.0,Buffalo,Conventional,2015
3020.03,38353.35,101.43,1.33,10/4/2015,1284.44,56141.23,57425.67,98900.48,12.0,0.0,Buffalo,Conventional,2015
1908.16,60292.79,106.47,1.31,9/27/2015,671.11,27767.19,28438.3,90745.72,13.0,0.0,Buffalo,Conventional,2015
1445.25,39831.66,88.61,1.54,9/20/2015,821.11,18437.84,19258.95,60624.47,14.0,0.0,Buffalo,Conventional,2015
1572.71,48468.73,134.33,1.59,9/13/2015,445.56,22421.87,22867.43,73043.2,15.0,0.0,Buffalo,Conventional,2015
1471.69,49388.48,173.32,1.56,9/6/2015,13.33,25092.76,25106.09,76139.58,16.0,0.0,Buffalo,Conventional,2015
1406.11,61600.62,241.67,1.38,8/30/2015,0.0,20483.02,20483.02,83731.42,17.0,0.0,Buffalo,Conventional,2015
1287.09,43655.31,170.47,1.49,8/23/2015,0.0,23840.42,23840.42,68953.29,18.0,0.0,Buffalo,Conventional,2015
1230.78,45937.58,258.0,1.5,8/16/2015,0.0,22371.73,22371.73,69798.09,19.0,0.0,Buffalo,Conventional,2015
1139.74,56289.28,349.19,1.47,8/9/2015,0.0,24051.92,24051.92,81830.13,20.0,0.0,Buffalo,Conventional,2015
1447.81,44620.7,471.55,1.47,8/2/2015,0.0,31622.86,31622.86,78162.92,21.0,0.0,Buffalo,Conventional,2015
1679.28,45615.48,741.77,1.39,7/26/2015,0.0,43788.54,43788.54,91825.07,22.0,0.0,Buffalo,Conventional,2015
1165.75,54492.85,2205.14,1.36,7/19/2015,0.0,70982.41,70982.41,128846.15,23.0,0.0,Buffalo,Conventional,2015
1119.38,47294.67,4714.73,1.45,7/12/2015,426.67,73796.01,74222.68,127351.46,24.0,0.0,Buffalo,Conventional,2015
1503.1,56925.46,6707.85,1.47,7/5/2015,906.67,74370.82,75277.49,140413.9,25.0,0.0,Buffalo,Conventional,2015
1235.69,51801.73,5397.32,1.36,6/28/2015,62.22,78749.74,78811.96,137246.7,26.0,0.0,Buffalo,Conventional,2015
1254.83,47845.57,5424.52,1.5,6/21/2015,0.0,54130.44,54130.44,108655.36,27.0,0.0,Buffalo,Conventional,2015
1183.9,48286.51,4432.54,1.34,6/14/2015,0.0,95473.84,95473.84,149376.79,28.0,0.0,Buffalo,Conventional,2015
779.02,57999.61,138.81,1.38,6/7/2015,0.0,71990.67,71990.67,130908.11,29.0,0.0,Buffalo,Conventional,2015
1039.49,54249.06,79.38,1.4,5/31/2015,0.0,75473.15,75473.15,130841.08,30.0,0.0,Buffalo,Conventional,2015
1033.76,55018.95,103.94,1.43,5/24/2015,44.44,65741.52,65785.96,121942.61,31.0,0.0,Buffalo,Conventional,2015
932.52,61668.49,56.53,1.35,5/17/2015,977.78,73414.91,74392.69,137050.23,32.0,0.0,Buffalo,Conventional,2015
1321.83,73754.3,185.16,1.33,5/10/2015,453.33,94832.56,95285.89,170547.18,33.0,0.0,Buffalo,Conventional,2015
946.38,50266.22,81.86,1.42,5/3/2015,1102.22,84332.05,85477.33,136771.79,34.0,43.06,Buffalo,Conventional,2015
1117.56,49556.91,106.4,1.41,4/26/2015,640.0,85503.15,86183.43,136964.3,35.0,40.28,Buffalo,Conventional,2015
1021.72,52954.82,59.18,1.42,4/19/2015,519.86,85056.94,85576.8,139612.52,36.0,0.0,Buffalo,Conventional,2015
884.02,45443.61,92.75,1.42,4/12/2015,813.75,70938.4,71752.15,118172.53,37.0,0.0,Buffalo,Conventional,2015
969.27,51023.86,95.69,1.44,4/5/2015,597.92,71408.88,72056.8,124145.62,38.0,50.0,Buffalo,Conventional,2015
1352.63,48430.03,80.52,1.39,3/29/2015,108.47,69919.0,70027.47,119890.65,39.0,0.0,Buffalo,Conventional,2015
3090.55,45420.06,48.2,1.4,3/22/2015,55.56,71288.59,71344.15,119902.96,40.0,0.0,Buffalo,Conventional,2015
3500.48,45688.61,66.42,1.47,3/15/2015,111.11,54046.49,54157.6,103413.11,41.0,0.0,Buffalo,Conventional,2015
1072.46,61973.56,102.31,1.35,3/8/2015,360.0,62216.63,62576.63,125724.96,42.0,0.0,Buffalo,Conventional,2015
1032.92,41685.04,104.16,1.43,3/1/2015,62.22,69479.52,69541.74,112363.86,43.0,0.0,Buffalo,Conventional,2015
1709.23,45393.96,131.72,1.41,2/22/2015,546.67,61765.34,62312.01,109546.92,44.0,0.0,Buffalo,Conventional,2015
1520.76,43271.55,57.76,1.44,2/15/2015,124.44,55232.63,55357.07,100207.14,45.0,0.0,Buffalo,Conventional,2015
1822.41,66261.92,161.96,1.36,2/8/2015,595.56,63918.25,64513.81,132760.1,46.0,0.0,Buffalo,Conventional,2015
2117.73,64770.55,112.49,1.33,2/1/2015,71.11,86848.47,86919.58,153920.35,47.0,0.0,Buffalo,Conventional,2015
1321.19,54007.48,74.53,1.5,1/25/2015,740.0,57909.74,58649.74,114052.94,48.0,0.0,Buffalo,Conventional,2015
1625.26,61859.85,133.29,1.52,1/18/2015,2.22,43419.67,43421.89,107040.29,49.0,0.0,Buffalo,Conventional,2015
1642.25,50985.2,79.61,1.54,1/11/2015,0.0,53514.26,53514.26,106221.32,50.0,0.0,Buffalo,Conventional,2015
3267.97,55693.04,109.55,1.4,1/4/2015,0.0,57182.88,57182.88,116253.44,51.0,0.0,Buffalo,Conventional,2015
1833946.59,1760956.02,232755.85,0.9,12/27/2015,110737.35,1090140.07,1212707.01,5040365.47,0.0,11829.59,California,Conventional,2015
1676601.43,1543280.76,266689.82,0.94,12/20/2015,136747.1,1061703.58,1209165.2,4695737.21,1.0,10714.52,California,Conventional,2015
1806690.08,1627240.76,232985.13,0.87,12/13/2015,180150.37,1404012.0,1592438.33,5259354.3,2.0,8275.96,California,Conventional,2015
1943065.5,2100246.17,221957.26,0.78,12/6/2015,126664.37,1376640.91,1510267.34,5775536.27,3.0,6962.06,California,Conventional,2015
1461699.38,1810202.7,222311.07,0.91,11/29/2015,82338.39,991568.84,1081497.47,4575710.62,4.0,7590.24,California,Conventional,2015
1602215.57,1917124.52,215632.16,0.92,11/22/2015,82444.32,979612.52,1069305.91,4804278.16,5.0,7249.07,California,Conventional,2015
2243013.44,2164098.99,195159.32,0.83,11/15/2015,53797.92,1091768.68,1152918.94,5755190.69,6.0,7352.34,California,Conventional,2015
2317858.81,1758964.54,216523.58,0.98,11/8/2015,36305.96,813006.4,855636.58,5148983.51,7.0,6324.22,California,Conventional,2015
2369824.75,2596785.28,211901.97,0.95,11/1/2015,19804.69,626993.54,651915.96,5830427.96,8.0,5117.73,California,Conventional,2015
1733791.31,2025016.15,215622.63,1.12,10/25/2015,7596.27,606392.86,618031.72,4592461.81,9.0,4042.59,California,Conventional,2015
1847991.31,2286235.79,217814.17,1.07,10/18/2015,10780.32,633893.61,646990.52,4999031.79,10.0,2316.59,California,Conventional,2015
1757211.58,2530023.18,221032.74,1.08,10/11/2015,18373.18,533478.03,555041.88,5063309.38,11.0,3190.67,California,Conventional,2015
1461112.39,2788317.94,222260.58,1.02,10/4/2015,25572.26,442923.78,472090.38,4943781.29,12.0,3594.34,California,Conventional,2015
1860050.39,2635028.38,206460.07,1.04,9/27/2015,13336.34,496867.66,515245.79,5216784.63,13.0,5041.79,California,Conventional,2015
1702965.49,2230693.51,273922.36,1.14,9/20/2015,17303.91,529779.37,552209.77,4759791.13,14.0,5126.49,California,Conventional,2015
1863270.81,2388023.33,270794.34,1.13,9/13/2015,76297.56,502056.88,584419.64,5106508.12,15.0,6065.2,California,Conventional,2015
2859325.91,2077193.6,240185.0,1.09,9/6/2015,33545.37,591629.83,629688.27,5806392.78,16.0,4513.07,California,Conventional,2015
3104607.82,1660274.32,233027.36,1.08,8/30/2015,5989.25,640600.64,649475.65,5647385.15,17.0,2885.76,California,Conventional,2015
2626977.95,1798911.33,222082.91,1.18,8/23/2015,6573.5,535183.95,545248.81,5193221.0,18.0,3491.36,California,Conventional,2015
3098708.55,1731349.0,208724.73,1.11,8/16/2015,2081.96,572197.46,577651.8,5616434.08,19.0,3372.38,California,Conventional,2015
3260775.73,2196704.97,193831.6,1.1,8/9/2015,7356.84,570728.54,580768.97,6232081.27,20.0,2683.59,California,Conventional,2015
2940145.82,1737845.94,183471.03,1.16,8/2/2015,4953.57,559587.76,566776.08,5428238.87,21.0,2234.75,California,Conventional,2015
3112921.78,1636659.9,209427.05,1.13,7/26/2015,5181.16,590750.1,598607.54,5557616.27,22.0,2676.28,California,Conventional,2015
2805887.74,1629871.75,188207.47,1.18,7/19/2015,20673.8,577736.96,601233.56,5225200.52,23.0,2822.8,California,Conventional,2015
2747299.98,1923893.11,157478.05,1.13,7/12/2015,18032.41,601358.64,622965.78,5451636.92,24.0,3574.73,California,Conventional,2015
3581149.88,2120303.06,254187.47,1.12,7/5/2015,27317.19,731692.08,762371.42,6718011.83,25.0,3362.15,California,Conventional,2015
3163839.74,1610910.07,212173.21,1.1,6/28/2015,21861.54,630301.44,654819.0,5641742.02,26.0,2656.02,California,Conventional,2015
3328631.93,1743509.25,218423.77,1.07,6/21/2015,24277.53,634244.68,662032.34,5952597.29,27.0,3510.13,California,Conventional,2015
4075881.34,1771908.98,210670.82,0.97,6/14/2015,22961.19,657421.42,683201.17,6741662.31,28.0,2818.56,California,Conventional,2015
3614314.44,1860329.3,221330.48,0.98,6/7/2015,23422.39,651944.51,678868.68,6374842.9,29.0,3501.78,California,Conventional,2015
3620440.35,1826496.62,209443.33,0.98,5/31/2015,23083.08,554224.64,580523.01,6236903.31,30.0,3215.29,California,Conventional,2015
2978396.74,1873205.91,195991.06,1.1,5/24/2015,24485.84,546420.69,574119.93,5621713.64,31.0,3213.4,California,Conventional,2015
2923673.93,1649623.66,168597.35,1.08,5/17/2015,18497.03,525804.7,547243.56,5289138.5,32.0,2941.83,California,Conventional,2015
4085858.78,1735132.32,194575.97,0.93,5/10/2015,18366.27,613601.09,634790.89,6650357.96,33.0,2823.53,California,Conventional,2015
4340117.03,3403145.1,192473.92,0.88,5/3/2015,19735.89,609388.58,631798.44,8567534.49,34.0,2673.97,California,Conventional,2015
2421009.67,1729486.77,196469.02,1.15,4/26/2015,26483.99,548252.41,576599.58,4923565.04,35.0,1863.18,California,Conventional,2015
3024466.22,2070974.14,177354.82,1.05,4/19/2015,71988.59,524767.96,598285.63,5871080.81,36.0,1529.08,California,Conventional,2015
2848184.0,1988818.23,185198.77,1.06,4/12/2015,79865.3,532714.02,614443.51,5636644.51,37.0,1864.19,California,Conventional,2015
2754464.87,1886168.89,225396.85,1.12,4/5/2015,59212.09,539258.29,601124.94,5467155.55,38.0,2654.56,California,Conventional,2015
2609532.63,1869271.31,193577.55,1.1,3/29/2015,61958.73,605995.11,669440.18,5341821.67,39.0,1486.34,California,Conventional,2015
2348618.25,2314393.94,195791.46,1.06,3/22/2015,30058.97,681403.86,713009.12,5571812.77,40.0,1546.29,California,Conventional,2015
2962520.41,1737353.95,194761.49,1.06,3/15/2015,27625.15,632903.55,662527.26,5557163.11,41.0,1998.56,California,Conventional,2015
3484274.6,1649936.05,184720.58,0.96,3/8/2015,27241.05,642307.0,671312.66,5990243.89,42.0,1764.61,California,Conventional,2015
3516551.29,2460932.41,170580.54,0.84,3/1/2015,34845.51,515386.4,552070.01,6700134.25,43.0,1838.1,California,Conventional,2015
3210177.22,1933699.49,172675.88,0.96,2/22/2015,36940.51,596184.9,635318.73,5951871.32,44.0,2193.32,California,Conventional,2015
3315163.6,1620462.13,169907.54,0.96,2/15/2015,47017.93,544990.68,594411.66,5699944.93,45.0,2403.05,California,Conventional,2015
2908845.38,2200393.89,149458.93,0.91,2/8/2015,56311.08,553682.71,612526.38,5871224.58,46.0,2532.59,California,Conventional,2015
4794142.14,3460743.8,177145.49,0.85,2/1/2015,41203.2,556205.2,600149.24,9032180.67,47.0,2740.84,California,Conventional,2015
2380955.61,1827783.28,150535.5,1.06,1/25/2015,46809.48,521004.15,570609.87,4929884.26,48.0,2796.24,California,Conventional,2015
2780859.66,2108450.36,121614.31,1.02,1/18/2015,36501.18,520299.26,559990.93,5570915.26,49.0,3190.49,California,Conventional,2015
2889591.29,2485720.1,103573.42,0.92,1/11/2015,31874.03,510560.41,546047.53,6024932.34,50.0,3613.09,California,Conventional,2015
2843648.26,2267755.26,137479.64,0.93,1/4/2015,47882.56,477193.38,528451.74,5777334.9,51.0,3375.8,California,Conventional,2015
33070.27,62956.24,23041.69,0.96,12/27/2015,2499.62,35130.42,37630.04,156698.24,0.0,0.0,Charlotte,Conventional,2015
29500.04,55520.58,19842.51,0.98,12/20/2015,1781.51,33273.25,35054.76,139917.89,1.0,0.0,Charlotte,Conventional,2015
31727.46,62544.19,23842.95,0.95,12/13/2015,3238.51,35793.08,39031.59,157146.19,2.0,0.0,Charlotte,Conventional,2015
34117.36,63074.74,28482.72,0.99,12/6/2015,2257.34,28181.92,30439.26,156114.08,3.0,0.0,Charlotte,Conventional,2015
31911.11,53470.54,22685.8,0.95,11/29/2015,3415.11,27376.3,30791.41,138858.86,4.0,0.0,Charlotte,Conventional,2015
30028.69,53644.97,24221.58,1.0,11/22/2015,3494.62,22228.47,25723.09,133618.33,5.0,0.0,Charlotte,Conventional,2015
28543.88,80244.55,36860.51,1.01,11/15/2015,2500.12,21132.1,23632.22,169281.16,6.0,0.0,Charlotte,Conventional,2015
30860.74,54456.01,49282.25,1.03,11/8/2015,1647.0,28076.04,29723.04,164322.04,7.0,0.0,Charlotte,Conventional,2015
33371.6,47079.68,53968.86,1.11,11/1/2015,4525.69,32848.04,37373.73,171793.87,8.0,0.0,Charlotte,Conventional,2015
23093.86,38356.83,44882.51,1.27,10/25/2015,4368.18,30219.23,34587.41,140920.61,9.0,0.0,Charlotte,Conventional,2015
22805.02,54518.85,44707.32,1.26,10/18/2015,3358.11,31176.68,34534.79,156565.98,10.0,0.0,Charlotte,Conventional,2015
22941.59,45669.33,58989.81,1.14,10/11/2015,6692.82,33103.01,39795.83,167396.56,11.0,0.0,Charlotte,Conventional,2015
23648.94,44671.1,40366.93,1.22,10/4/2015,7661.96,30388.81,38050.77,146737.74,12.0,0.0,Charlotte,Conventional,2015
24397.92,54210.03,58551.64,1.09,9/27/2015,4567.36,27053.27,31620.63,168780.22,13.0,0.0,Charlotte,Conventional,2015
25922.66,46906.06,41261.83,1.2,9/20/2015,8412.98,38940.45,47353.43,161443.98,14.0,0.0,Charlotte,Conventional,2015
30122.92,41616.87,36469.43,1.19,9/13/2015,5958.07,56910.24,62868.31,171077.53,15.0,0.0,Charlotte,Conventional,2015
35126.74,62187.49,64372.34,1.01,9/6/2015,6844.16,59197.7,66041.86,227728.43,16.0,0.0,Charlotte,Conventional,2015
33511.97,41700.97,38130.29,1.2,8/30/2015,2312.59,63371.06,65683.65,179026.88,17.0,0.0,Charlotte,Conventional,2015
32280.63,50475.57,41677.6,1.15,8/23/2015,2018.44,76846.13,78864.57,203298.37,18.0,0.0,Charlotte,Conventional,2015
32128.6,42068.1,41343.26,1.24,8/16/2015,2216.34,60769.22,62985.56,178525.52,19.0,0.0,Charlotte,Conventional,2015
29915.8,43782.95,37614.3,1.21,8/9/2015,3963.07,57783.2,61746.27,173059.32,20.0,0.0,Charlotte,Conventional,2015
30200.32,48686.77,39734.9,1.24,8/2/2015,2072.24,58627.67,60699.91,179321.9,21.0,0.0,Charlotte,Conventional,2015
30901.1,39607.94,39260.71,1.23,7/26/2015,2073.42,62053.65,64127.07,173896.82,22.0,0.0,Charlotte,Conventional,2015
33382.11,49072.16,39515.29,1.19,7/19/2015,3134.64,62470.83,65605.47,187575.03,23.0,0.0,Charlotte,Conventional,2015
23580.7,56317.45,35107.11,1.18,7/12/2015,2170.33,65681.23,67851.56,182856.82,24.0,0.0,Charlotte,Conventional,2015
30803.29,73470.29,40602.17,1.18,7/5/2015,3377.89,67865.26,71243.15,216118.9,25.0,0.0,Charlotte,Conventional,2015
23693.74,58162.31,42044.35,1.17,6/28/2015,1764.53,67989.08,69753.61,193654.01,26.0,0.0,Charlotte,Conventional,2015
30951.17,58913.49,38260.1,1.17,6/21/2015,3622.34,69426.0,73048.34,201173.1,27.0,0.0,Charlotte,Conventional,2015
31247.67,64828.77,41193.22,1.15,6/14/2015,1981.83,67842.39,69824.22,207093.88,28.0,0.0,Charlotte,Conventional,2015
43524.21,45226.73,38578.8,1.15,6/7/2015,3526.99,69123.57,72650.56,199980.3,29.0,0.0,Charlotte,Conventional,2015
45688.14,43259.91,44529.73,1.19,5/31/2015,2162.28,58990.8,61153.08,194630.86,30.0,0.0,Charlotte,Conventional,2015
43628.72,59207.62,46014.43,1.2,5/24/2015,4013.7,59663.25,63676.95,212527.72,31.0,0.0,Charlotte,Conventional,2015
44340.34,46424.29,40248.52,1.21,5/17/2015,2202.85,57583.99,59786.84,190799.99,32.0,0.0,Charlotte,Conventional,2015
47626.37,42863.8,38370.27,1.19,5/10/2015,2147.08,61759.57,63906.65,192767.09,33.0,0.0,Charlotte,Conventional,2015
50203.31,69446.61,77627.49,1.0,5/3/2015,5588.51,58626.28,64214.79,261492.2,34.0,0.0,Charlotte,Conventional,2015
39481.13,44796.9,37961.14,1.2,4/26/2015,1201.18,58701.2,59902.38,182141.55,35.0,0.0,Charlotte,Conventional,2015
38330.46,41954.32,36041.12,1.18,4/19/2015,1436.27,63182.05,64618.32,180944.22,36.0,0.0,Charlotte,Conventional,2015
